2.600000000000000089e+00 -8.391299031259312757e-01
2.600000000000000089e+00 -1.143058386092259937e+01
2.600000000000000089e+00 -8.393465269611807278e-01
2.600000000000000089e+00 -1.143054810377855546e+01
2.600000000000000089e+00 -8.395634963278842955e-01
2.600000000000000089e+00 -1.143051211448717552e+01
2.600000000000000089e+00 -8.397839829493084496e-01
2.600000000000000089e+00 -1.143047618448715497e+01
2.600000000000000089e+00 -8.399994282742749840e-01
2.600000000000000089e+00 -1.143044048535801771e+01
2.600000000000000089e+00 -8.402203273408466178e-01
2.600000000000000089e+00 -1.143040460237369160e+01
2.600000000000000089e+00 -8.404371954475123863e-01
2.600000000000000089e+00 -1.143036876273158953e+01
2.600000000000000089e+00 -8.406543417666330065e-01
2.600000000000000089e+00 -1.143033258938061536e+01
2.600000000000000089e+00 -8.408756796502506736e-01
2.600000000000000089e+00 -1.143029699799902765e+01
2.600000000000000089e+00 -8.410916290732640688e-01
2.600000000000000089e+00 -1.143026100669065848e+01
2.600000000000000089e+00 -8.413114369720605668e-01
2.600000000000000089e+00 -1.143022500851399670e+01
2.600000000000000089e+00 -8.415289978344021593e-01
2.600000000000000089e+00 -1.143018966403735170e+01
2.600000000000000089e+00 -8.417451456848175084e-01
2.600000000000000089e+00 -1.143015347380741709e+01
2.600000000000000089e+00 -8.419639897039500331e-01
2.600000000000000089e+00 -1.143011755299914256e+01
2.600000000000000089e+00 -8.421823146696491014e-01
2.600000000000000089e+00 -1.143008166514016288e+01
2.600000000000000089e+00 -8.424018938118056354e-01
2.600000000000000089e+00 -1.143004587567779673e+01
2.600000000000000089e+00 -8.426189086317625865e-01
2.600000000000000089e+00 -1.143001012646550230e+01
2.600000000000000089e+00 -8.428366748565011557e-01
2.600000000000000089e+00 -1.142997405768024244e+01
2.600000000000000089e+00 -8.430530538243652394e-01
2.600000000000000089e+00 -1.142993827812015439e+01
2.600000000000000089e+00 -8.432724111372997822e-01
2.600000000000000089e+00 -1.142990245181398912e+01
2.600000000000000089e+00 -8.434915054861295003e-01
2.600000000000000089e+00 -1.142986658365136776e+01
2.600000000000000089e+00 -8.437091477551612595e-01
2.600000000000000089e+00 -1.142983080078305136e+01
2.600000000000000089e+00 -8.439268792609081471e-01
2.600000000000000089e+00 -1.142979477170418257e+01
2.600000000000000089e+00 -8.441449355820311862e-01
2.600000000000000089e+00 -1.142975891276837785e+01
2.600000000000000089e+00 -8.443649107577916313e-01
2.600000000000000089e+00 -1.142972294814390288e+01
2.600000000000000089e+00 -8.445824603246298024e-01
2.600000000000000089e+00 -1.142968698301985064e+01
2.600000000000000089e+00 -8.448001374512554840e-01
2.600000000000000089e+00 -1.142965095685229393e+01
2.600000000000000089e+00 -8.450182271111172927e-01
2.600000000000000089e+00 -1.142961533602389324e+01
2.600000000000000089e+00 -8.452334708878505021e-01
2.600000000000000089e+00 -1.142957944448302676e+01
2.600000000000000089e+00 -8.454520107505911763e-01
2.600000000000000089e+00 -1.142954347616965549e+01
2.600000000000000089e+00 -8.456704215013718384e-01
2.600000000000000089e+00 -1.142950766786013617e+01
2.600000000000000089e+00 -8.458885239769551312e-01
2.600000000000000089e+00 -1.142947151783030257e+01
2.600000000000000089e+00 -8.461081216591571641e-01
2.600000000000000089e+00 -1.142943550697816590e+01
2.600000000000000089e+00 -8.463262825536909117e-01
2.600000000000000089e+00 -1.142939996515248247e+01
2.600000000000000089e+00 -8.465418952300675093e-01
2.600000000000000089e+00 -1.142936407572305413e+01
2.600000000000000089e+00 -8.467584812854554999e-01
2.600000000000000089e+00 -1.142932796137914053e+01
2.600000000000000089e+00 -8.469816383049467712e-01
2.600000000000000089e+00 -1.142929209805004298e+01
2.600000000000000089e+00 -8.471950673137008669e-01
2.600000000000000089e+00 -1.142925643886533926e+01
2.600000000000000089e+00 -8.474124264117967043e-01
2.600000000000000089e+00 -1.142922031903889213e+01
2.600000000000000089e+00 -8.476323104794445396e-01
2.600000000000000089e+00 -1.142918439845489864e+01
2.600000000000000089e+00 -8.478490602301560486e-01
2.600000000000000089e+00 -1.142914842126078767e+01
2.600000000000000089e+00 -8.480663395589862485e-01
2.600000000000000089e+00 -1.142911285738644622e+01
2.600000000000000089e+00 -8.482822976893928946e-01
2.600000000000000089e+00 -1.142907690029509737e+01
2.600000000000000089e+00 -8.485006690122507411e-01
2.600000000000000089e+00 -1.142904074668966352e+01
2.600000000000000089e+00 -8.487215052789469638e-01
2.600000000000000089e+00 -1.142900482745878854e+01
