2.75	-10.8230989478759
2.75	-11.4060790524945
2.75	-1.11260602373371
2.75	-10.8230067971979
2.75	-11.4060243546051
2.75	-1.15876627468944
2.75	-10.8229142527305
2.75	-11.4059698939277
2.75	-1.20589261053454
2.75	-10.8228221865237
2.75	-11.4059156405111
2.75	-1.25147749502417
2.75	-10.8227297532207
2.75	-11.4058616791609
2.75	-1.29681422245644
2.75	-10.8226373305717
2.75	-11.4058072086685
2.75	-1.34259727011754
2.75	-10.8225449904882
2.75	-11.4057529086197
2.75	-1.3880815484009
2.75	-10.8224524520687
2.75	-11.4056982220056
2.75	-1.43367840350213
2.75	-10.8223602116661
2.75	-11.4056437625555
2.75	-1.47899298544308
2.75	-10.8222682255527
2.75	-11.4055897500864
2.75	-1.52369122353903
2.75	-10.8221755446363
2.75	-11.4055352535557
2.75	-1.56796118749642
2.75	-10.8220835662964
2.75	-11.4054809732992
2.75	-1.61263008205633
2.75	-10.8219909806551
2.75	-11.4054266865479
2.75	-1.65670421967616
2.75	-10.821898649881
2.75	-11.4053719838429
2.75	-1.70092642349164
2.75	-10.8218064715421
2.75	-11.4053175292466
2.75	-1.74531266723163
2.75	-10.8217139702433
2.75	-11.405263201371
2.75	-1.78842972486463
2.75	-10.8216216519908
2.75	-11.4052087360814
2.75	-1.83218207189542
2.75	-10.8215293660031
2.75	-11.4051546958508
2.75	-1.87512829920427
2.75	-10.8214369757338
2.75	-11.4051001587387
2.75	-1.91776046045517
2.75	-10.8213444097584
2.75	-11.4050456803314
2.75	-1.96081977496686
2.75	-10.8212521510229
2.75	-11.4049911335372
2.75	-2.00363656609041
2.75	-10.8211597623903
2.75	-11.4049366136049
2.75	-2.0461963985831
2.75	-10.8210676080924
2.75	-11.4048823348824
2.75	-2.08821722632915
2.75	-10.8209748138583
2.75	-11.404827679987
2.75	-2.13108007557102
2.75	-10.8208825673396
2.75	-11.4047735613984
2.75	-2.172461809434
2.75	-10.8207901852202
2.75	-11.4047190178916
2.75	-2.21430922517649
2.75	-10.8206978374625
2.75	-11.4046645826837
2.75	-2.2563586198915
2.75	-10.8206054358526
2.75	-11.4046103592685
2.75	-2.29690726319268
2.75	-10.8205130194259
2.75	-11.4045557283392
2.75	-2.33915983550851
2.75	-10.8204209255574
2.75	-11.4045014222578
2.75	-2.37931993975221
2.75	-10.8203278304175
2.75	-11.4044466639616
2.75	-2.41983643736799
2.75	-10.8202358382076
2.75	-11.4043923723218
2.75	-2.46052412339496
2.75	-10.8201436941769
2.75	-11.4043381821175
2.75	-2.50085998173089
2.75	-10.8200508955805
2.75	-11.4042835302976
2.75	-2.54104859619093
2.75	-10.8199584248722
2.75	-11.4042288429688
2.75	-2.58155600156954
2.75	-10.8198662874215
2.75	-11.4041746508774
2.75	-2.62144691017193
2.75	-10.8197739909866
2.75	-11.4041198534935
2.75	-2.66130965145087
2.75	-10.8196814002745
2.75	-11.4040655458457
2.75	-2.7010422290002
2.75	-10.8195890080369
2.75	-11.4040111092255
2.75	-2.73980705793172
2.75	-10.8194965007915
2.75	-11.4039571151511
2.75	-2.77839469167377
2.75	-10.8194038963615
2.75	-11.4039020961656
2.75	-2.81803941139537
2.75	-10.8193113533718
2.75	-11.4038479088878
2.75	-2.85640977443894
2.75	-10.8192191799592
2.75	-11.4037932892751
2.75	-2.89514708465156
2.75	-10.8191269082816
2.75	-11.4037389179135
2.75	-2.9336004425054
2.75	-10.8190340630344
2.75	-11.4036841999125
2.75	-2.97231693373151
2.75	-10.8189417594029
2.75	-11.4036298829213
2.75	-3.01007153504938
2.75	-10.81884914476
2.75	-11.4035754406551
2.75	-3.04803637438594
2.75	-10.8187567045087
2.75	-11.4035208715497
2.75	-3.08594497947381
2.75	-10.8186644476862
2.75	-11.4034664114951
2.75	-3.12332453620405
2.75	-10.8185719471922
2.75	-11.4034120337014
2.75	-3.16103094213013
2.7501	-10.823075058832
2.7501	-11.4059699927429
2.7501	-1.40480814162647
2.7501	-10.8229827027737
2.7501	-11.4059153238788
2.7501	-1.45071687510048
2.7501	-10.8228905272665
2.7501	-11.405861319053
2.7501	-1.49534022759371
2.7501	-10.8227981327753
2.7501	-11.4058069575694
2.7501	-1.5399135341547
2.7501	-10.8227056489773
2.7501	-11.4057526514729
2.7501	-1.58448643829847
2.7501	-10.822613488506
2.7501	-11.4056980120394
2.7501	-1.62898637559778
2.7501	-10.8225212978846
2.7501	-11.4056439186701
2.7501	-1.67339175553657
2.7501	-10.8224286376064
2.7501	-11.4055892996633
2.7501	-1.7174422193392
2.7501	-10.8223362965288
2.7501	-11.4055350626037
2.7501	-1.76074716946507
2.7501	-10.8222440579661
2.7501	-11.4054804576127
2.7501	-1.80457199775164
2.7501	-10.8221520672529
2.7501	-11.4054262332385
2.7501	-1.84783865763497
2.7501	-10.8220596039852
2.7501	-11.4053716580633
2.7501	-1.89148923608123
2.7501	-10.821967348217
2.7501	-11.4053173286539
2.7501	-1.93408743983776
2.7501	-10.8218748480466
2.7501	-11.4052630102278
2.7501	-1.97691532413272
2.7501	-10.8217822933323
2.7501	-11.4052089807412
2.7501	-2.01903486420298
2.7501	-10.8216900868137
2.7501	-11.4051542018124
2.7501	-2.06171031023687
2.7501	-10.8215978343205
2.7501	-11.4050996718834
2.7501	-2.10411323820335
2.7501	-10.8215054586819
2.7501	-11.4050454826313
2.7501	-2.14613051841329
2.7501	-10.8214127959637
2.7501	-11.4049909496867
2.7501	-2.18792892638876
2.7501	-10.8213207022859
2.7501	-11.4049365846322
2.7501	-2.22998770146964
2.7501	-10.8212284901576
2.7501	-11.4048822705997
2.7501	-2.27147664983546
2.7501	-10.8211360000165
2.7501	-11.4048277650897
2.7501	-2.31267524738539
2.7501	-10.8210435560511
2.7501	-11.404773410872
2.7501	-2.35337917449756
2.7501	-10.8209507526768
2.7501	-11.4047186162221
2.7501	-2.39502152792247
2.7501	-10.8208590566872
2.7501	-11.4046646655694
2.7501	-2.43498728145786
2.7501	-10.8207664168337
2.7501	-11.4046100875621
2.7501	-2.47555036597615
2.7501	-10.8206741234415
2.7501	-11.4045556870105
2.7501	-2.51583099321554
2.7501	-10.8205816251119
2.7501	-11.4045011599468
2.7501	-2.55576111227803
2.7501	-10.820489132086
2.7501	-11.4044467094607
2.7501	-2.59779727031669
2.7501	-10.8203969007941
2.7501	-11.4043926270726
2.7501	-2.63548116334662
2.7501	-10.8203042575606
2.7501	-11.4043379199245
2.7501	-2.67543651279995
2.7501	-10.8202120429638
2.7501	-11.4042836609023
2.7501	-2.7155856524499
2.7501	-10.8201195849945
2.7501	-11.4042290139456
2.7501	-2.75426376290924
2.7501	-10.8200273386818
2.7501	-11.4041746267003
2.7501	-2.79295362339741
2.7501	-10.8199347718482
2.7501	5.93079779330978
2.7501	79.2910940004724
2.7501	105.588797582241
2.7501	8.22087208224731
2.7501	60.0607213963397
2.7501	93.867748538172
2.7501	31.7788484101159
2.7501	5.93110819521583
2.7501	79.2783891469954
2.7501	105.573756023373
2.7501	8.22299953176215
2.7501	60.0529470828763
2.7501	93.85125807795
2.7501	32.438800828395
2.7501	5.93140834427431
2.7501	79.2656603706164
2.7501	105.558637214076
2.7501	8.22516090406912
2.7501	60.0451615536022
2.7501	93.8347579898847
